car_age_years,km_driven,engine_cc,owners,price_lakh
10.0,177281.0,2967.0,3.0,4.0
4.0,134109.0,2806.0,2.0,11.1
14.0,32784.0,1227.0,2.0,5.5
3.0,100163.0,1976.0,1.0,7.9
7.0,61089.0,968.0,3.0,9.9
8.0,174634.0,1112.0,2.0,3.3
11.0,15987.0,1894.0,1.0,10.4
1.0,198683.0,1594.0,1.0,7.9
14.0,78439.0,1903.0,2.0,4.3
7.0,165749.0,1856.0,3.0,3.7
13.0,89436.0,1725.0,3.0,6.5
1.0,48262.0,823.0,2.0,11.7
12.0,191344.0,1581.0,1.0,0.2
5.0,132319.0,1181.0,3.0,6.6
4.0,102651.0,1714.0,3.0,8.3
14.0,63308.0,1089.0,3.0,3.5
10.0,72309.0,1427.0,1.0,6.5
7.0,158557.0,2516.0,2.0,6.8
0.0,54594.0,2384.0,1.0,9.9
12.0,146960.0,2019.0,2.0,2.3
10.0,81641.0,1399.0,1.0,6.3
2.0,115302.0,2588.0,2.0,9.1
10.0,108758.0,2318.0,3.0,4.6
11.0,192830.0,2378.0,2.0,1.5
6.0,39820.0,1772.0,2.0,9.1
12.0,155172.0,2164.0,3.0,4.5
8.0,94044.0,2749.0,3.0,6.2
0.0,74591.0,1500.0,3.0,8.4
2.0,126722.0,1845.0,3.0,7.3
14.0,144473.0,1263.0,3.0,0.7
12.0,84187.0,1082.0,2.0,3.5
12.0,154006.0,2157.0,3.0,1.5
1.0,117240.0,1497.0,1.0,5.1
14.0,122382.0,2501.0,3.0,4.1
9.0,91907.0,2588.0,3.0,5.7
4.0,193880.0,2802.0,1.0,5.1
11.0,84382.0,1958.0,1.0,2.9
7.0,123272.0,1356.0,3.0,6.9
9.0,147802.0,1944.0,3.0,2.9
5.0,163233.0,1361.0,2.0,10.1
13.0,10619.0,2827.0,3.0,6.0
1.0,165268.0,1083.0,1.0,6.9
4.0,70878.0,1141.0,3.0,8.0
5.0,29629.0,1112.0,1.0,7.0
11.0,80438.0,1566.0,3.0,3.0
5.0,36880.0,2110.0,3.0,10.2
0.0,98235.0,1008.0,3.0,8.3
3.0,53941.0,2488.0,3.0,11.9
15.0,25536.0,1731.0,3.0,3.9
2.0,80252.0,2110.0,3.0,11.2
12.0,105547.0,2031.0,3.0,7.2
3.0,133273.0,2322.0,3.0,8.4
1.0,145154.0,2894.0,1.0,12.3
7.0,23470.0,2797.0,1.0,10.4
5.0,188210.0,1530.0,1.0,3.5
8.0,160446.0,963.0,3.0,2.7
5.0,89485.0,1255.0,3.0,9.3
2.0,192932.0,1848.0,2.0,5.3
11.0,141976.0,1642.0,1.0,3.4
4.0,173537.0,2233.0,3.0,6.8
12.0,50809.0,1251.0,2.0,5.7
3.0,13659.0,1377.0,3.0,10.4
10.0,118954.0,2252.0,2.0,4.9
11.0,63144.0,2875.0,1.0,6.8
9.0,174311.0,1315.0,3.0,3.3
6.0,84294.0,1792.0,1.0,7.6
1.0,186603.0,2513.0,2.0,9.2
12.0,168440.0,2747.0,1.0,1.9
6.0,19104.0,1477.0,3.0,7.4
11.0,102817.0,2266.0,3.0,2.8
10.0,44488.0,1437.0,2.0,6.8
15.0,47482.0,2684.0,2.0,5.4
13.0,151937.0,823.0,2.0,2.1
8.0,98683.0,1820.0,2.0,5.8
0.0,130663.0,2683.0,3.0,10.4
7.0,159817.0,2828.0,1.0,5.1
8.0,35286.0,1065.0,1.0,9.8
8.0,106919.0,2398.0,3.0,6.1
11.0,193871.0,933.0,2.0,3.4
8.0,81986.0,2420.0,1.0,6.8
5.0,150005.0,2858.0,1.0,6.3
5.0,128506.0,1483.0,2.0,4.9
10.0,75880.0,1735.0,1.0,4.8
10.0,137382.0,1202.0,1.0,4.1
8.0,28960.0,1642.0,2.0,10.7
8.0,98889.0,1766.0,3.0,5.0
13.0,148670.0,2502.0,1.0,5.8
9.0,176093.0,1188.0,3.0,2.8
11.0,24797.0,1492.0,3.0,5.4
2.0,162627.0,2101.0,,6.9
14.0,111954.0,1696.0,1.0,6.1
3.0,29398.0,1781.0,2.0,12.6
0.0,48500.0,2197.0,2.0,12.9
5.0,118332.0,2804.0,1.0,9.1
6.0,99623.0,2412.0,2.0,8.2
15.0,169965.0,2940.0,3.0,2.8
8.0,15442.0,959.0,1.0,6.3
15.0,182105.0,1804.0,2.0,-0.8
8.0,34342.0,2547.0,1.0,12.2
7.0,29252.0,2894.0,3.0,9.5
12.0,62852.0,1355.0,3.0,5.8
11.0,68228.0,1568.0,2.0,3.4
14.0,66656.0,2541.0,3.0,5.7
12.0,113657.0,2952.0,1.0,5.9
8.0,72744.0,2971.0,3.0,9.8
14.0,47998.0,1210.0,1.0,2.3
11.0,33856.0,1155.0,2.0,7.6
13.0,165514.0,2758.0,1.0,3.1
11.0,13518.0,1108.0,1.0,7.5
10.0,95252.0,1445.0,3.0,6.7
13.0,72973.0,1098.0,3.0,3.3
2.0,129192.0,1591.0,2.0,8.3
9.0,115013.0,2022.0,1.0,5.4
2.0,58782.0,2126.0,3.0,12.4
7.0,80211.0,2502.0,3.0,5.7
7.0,139615.0,2266.0,2.0,7.0
11.0,112520.0,978.0,2.0,2.9
3.0,134127.0,1984.0,3.0,7.0
8.0,148093.0,1378.0,2.0,4.6
1.0,156775.0,918.0,1.0,5.7
10.0,121479.0,2635.0,3.0,3.7
14.0,182160.0,1498.0,2.0,-0.1
12.0,5133.0,1067.0,2.0,7.2
8.0,61715.0,1941.0,3.0,7.2
7.0,192411.0,2624.0,3.0,4.3
2.0,120241.0,2107.0,1.0,10.2
0.0,54348.0,822.0,3.0,14.8
4.0,189815.0,1820.0,3.0,6.7
8.0,179703.0,2293.0,1.0,3.3
0.0,159825.0,1322.0,2.0,8.3
4.0,174377.0,1922.0,1.0,5.6
1.0,5053.0,1623.0,2.0,13.4
1.0,157901.0,1271.0,2.0,6.4
0.0,86817.0,2005.0,3.0,9.3
10.0,55985.0,2974.0,1.0,6.9
15.0,9757.0,2701.0,3.0,4.3
2.0,197117.0,1461.0,3.0,2.2
1.0,19764.0,1975.0,3.0,12.5
0.0,93852.0,945.0,2.0,10.2
10.0,167958.0,2976.0,3.0,4.9
13.0,186960.0,1304.0,2.0,1.6
12.0,65262.0,2226.0,3.0,7.8
8.0,151832.0,1504.0,3.0,5.3
5.0,155233.0,994.0,3.0,7.8
15.0,16615.0,905.0,2.0,2.2
1.0,177131.0,1278.0,2.0,7.1
11.0,19334.0,2571.0,2.0,6.1
8.0,158484.0,2608.0,1.0,3.9
9.0,140059.0,1537.0,2.0,4.2
1.0,129282.0,892.0,1.0,10.0
12.0,105900.0,2798.0,1.0,7.5
8.0,163549.0,913.0,2.0,4.7
13.0,73243.0,2312.0,3.0,2.3
6.0,101702.0,1558.0,3.0,9.8
2.0,159924.0,2254.0,2.0,7.5
12.0,76494.0,2596.0,3.0,6.5
2.0,151225.0,2595.0,2.0,8.0
11.0,111384.0,2773.0,1.0,6.5
9.0,45509.0,1017.0,2.0,8.6
10.0,174477.0,2794.0,3.0,3.8
7.0,176642.0,2935.0,2.0,5.1
0.0,48554.0,1232.0,2.0,12.2
-2.0,,1192.0,3.0,7.2
10.0,111750.0,1945.0,2.0,4.6
0.0,197085.0,2918.0,2.0,7.2
13.0,172405.0,1089.0,3.0,0.6
2.0,108536.0,1565.0,1.0,10.3
2.0,186067.0,2009.0,1.0,6.1
0.0,39509.0,931.0,3.0,13.3
11.0,185482.0,2289.0,3.0,4.0
9.0,67988.0,2944.0,1.0,8.1
11.0,155579.0,1516.0,1.0,4.1
5.0,106158.0,2817.0,3.0,10.8
2.0,86018.0,2209.0,1.0,9.2
2.0,78001.0,818.0,3.0,10.8
5.0,143643.0,2164.0,3.0,10.9
0.0,16625.0,2519.0,3.0,14.2
2.0,71547.0,1161.0,1.0,10.1
0.0,19076.0,2016.0,1.0,13.4
10.0,86895.0,2803.0,2.0,6.1
4.0,26063.0,953.0,2.0,11.4
,107558.0,1925.0,3.0,5.2
10.0,83105.0,1583.0,1.0,4.6
8.0,74138.0,2065.0,1.0,5.6
2.0,95909.0,1043.0,2.0,7.8
5.0,105943.0,2204.0,3.0,9.9
0.0,130889.0,1134.0,2.0,7.7
15.0,181610.0,1243.0,3.0,0.5
13.0,127754.0,910.0,3.0,3.6
8.0,135758.0,2320.0,2.0,7.6
11.0,66352.0,1761.0,3.0,5.8
14.0,187675.0,1221.0,3.0,-1.4
8.0,39125.0,2349.0,3.0,6.0
11.0,57857.0,1275.0,1.0,5.0
8.0,196199.0,2002.0,1.0,1.2
12.0,141672.0,1600.0,1.0,3.5
0.0,37554.0,1226.0,3.0,12.3
13.0,16967.0,1222.0,1.0,5.8
0.0,83914.0,1789.0,3.0,8.9
10.0,103600.0,2182.0,2.0,5.5
8.0,29190.0,2052.0,1.0,6.3
,14998.0,947.0,2.0,2.8
13.0,37186.0,2394.0,2.0,6.9
2.0,91955.0,1397.0,2.0,8.2
12.0,12999.0,1919.0,3.0,8.1
11.0,180368.0,2563.0,3.0,1.8
10.0,83728.0,1398.0,2.0,6.3
9.0,164145.0,2816.0,2.0,4.6
6.0,130496.0,1169.0,1.0,9.6
2.0,169345.0,998.0,2.0,7.5
8.0,115401.0,2449.0,2.0,5.7
4.0,146074.0,2607.0,2.0,7.1
2.0,28467.0,1984.0,1.0,11.1
11.0,10498.0,1322.0,1.0,6.6
4.0,99363.0,2192.0,1.0,10.1
5.0,148218.0,1604.0,1.0,5.9
7.0,38465.0,2914.0,3.0,9.7
13.0,163395.0,2018.0,2.0,2.5
15.0,28919.0,1310.0,1.0,3.2
2.0,150762.0,1370.0,1.0,6.3
10.0,26889.0,2392.0,1.0,8.8
2.0,168697.0,2785.0,1.0,7.7
14.0,111954.0,1696.0,1.0,6.1
6.0,141478.0,1903.0,1.0,6.4
6.0,17750.0,2895.0,2.0,10.3
11.0,29794.0,1056.0,1.0,4.3
9.0,184314.0,1554.0,3.0,2.6
13.0,92427.0,1471.0,2.0,5.4
5.0,7494.0,1411.0,3.0,8.5
6.0,191310.0,1215.0,2.0,2.9
10.0,88700.0,2924.0,2.0,5.8
8.0,86040.0,2013.0,3.0,6.5
8.0,39183.0,2561.0,1.0,11.0
6.0,116367.0,1625.0,1.0,8.4
13.0,182506.0,2000.0,2.0,2.3
3.0,185009.0,2023.0,8.0,3.9
8.0,100532.0,2795.0,3.0,6.4
0.0,145618.0,880.0,1.0,8.3
13.0,110514.0,1018.0,2.0,-0.3
6.0,39417.0,2355.0,3.0,8.5
0.0,150641.0,2782.0,3.0,8.4
9.0,50890.0,1211.0,1.0,4.5
15.0,187618.0,2911.0,1.0,-0.8
14.0,140599.0,1638.0,2.0,2.2
,67943.0,2547.0,1.0,10.6
6.0,96485.0,1361.0,2.0,11.0
10.0,94017.0,2417.0,3.0,6.1
7.0,193810.0,2802.0,1.0,5.9
8.0,141280.0,2221.0,3.0,8.1
6.0,199026.0,829.0,3.0,3.4
8.0,114614.0,2942.0,1.0,7.0
5.0,138155.0,1168.0,2.0,5.9
11.0,184243.0,2225.0,2.0,3.0
6.0,63403.0,2369.0,2.0,9.4
10.0,17900.0,2454.0,3.0,8.3
7.0,63749.0,2844.0,3.0,12.8
2.0,135198.0,2092.0,1.0,8.1
13.0,65077.0,2276.0,2.0,6.7
5.0,79291.0,1223.0,3.0,7.8
9.0,105260.0,2783.0,3.0,4.4
13.0,139362.0,1611.0,2.0,2.5
11.0,5352.0,1199.0,3.0,6.0
1.0,157784.0,1728.0,1.0,7.9
10.0,12528.0,1414.0,1.0,9.5
15.0,135208.0,2928.0,1.0,2.1
7.0,-10000.0,1265.0,1.0,7.8
3.0,191158.0,1021.0,1.0,5.2
3.0,195541.0,2958.0,1.0,7.2
12.0,85536.0,1486.0,3.0,4.0
10.0,127016.0,2319.0,1.0,4.5
4.0,90581.0,955.0,1.0,7.2
7.0,162766.0,2868.0,3.0,4.0
,36304.0,1261.0,3.0,2.9
2.0,187697.0,1023.0,3.0,4.4
9.0,43710.0,1193.0,1.0,7.5
1.0,149157.0,2538.0,2.0,7.7
13.0,168114.0,1926.0,8.0,0.8
2.0,116383.0,868.0,3.0,7.6
13.0,131924.0,1009.0,1.0,2.0
9.0,139302.0,1345.0,1.0,3.0
12.0,161656.0,2235.0,3.0,2.3
15.0,113936.0,2014.0,3.0,0.2
9.0,98619.0,2679.0,1.0,4.7
10.0,127104.0,1869.0,2.0,5.0
,8299.0,1033.0,2.0,6.6
2.0,112115.0,1017.0,2.0,8.4
9.0,179994.0,1948.0,3.0,5.6
12.0,,2225.0,3.0,4.4
8.0,121602.0,2665.0,3.0,6.2
14.0,31325.0,1930.0,1.0,6.3
12.0,199953.0,1708.0,1.0,1.1
3.0,87931.0,2622.0,3.0,10.0
4.0,134730.0,2495.0,3.0,8.6
10.0,106488.0,2387.0,2.0,6.3
8.0,113086.0,1551.0,1.0,4.2
2.0,-10000.0,1157.0,2.0,10.6
5.0,,1307.0,3.0,7.1
13.0,93004.0,996.0,2.0,3.7
14.0,21600.0,2797.0,1.0,7.9
14.0,-10000.0,2104.0,3.0,6.9
9.0,150253.0,1452.0,1.0,3.5
13.0,51314.0,1833.0,1.0,3.6
14.0,79769.0,2027.0,2.0,3.8
7.0,134461.0,2347.0,2.0,7.9
14.0,9631.0,1909.0,1.0,5.9
14.0,139882.0,2267.0,3.0,3.3
5.0,128206.0,2752.0,3.0,7.0
1.0,22179.0,2739.0,1.0,14.7
5.0,117117.0,1800.0,1.0,8.0
15.0,146429.0,1562.0,2.0,1.0
3.0,63407.0,2749.0,3.0,12.9
3.0,199598.0,811.0,3.0,6.4
5.0,195357.0,1894.0,2.0,4.7
3.0,128003.0,2174.0,1.0,7.4
4.0,104865.0,1843.0,2.0,7.5
1.0,91180.0,1674.0,3.0,9.0
11.0,161243.0,2117.0,3.0,0.8
5.0,,898.0,2.0,11.5
12.0,149065.0,2511.0,3.0,1.5
0.0,168820.0,1074.0,1.0,7.5
2.0,163084.0,2322.0,3.0,8.3
10.0,31905.0,1694.0,3.0,8.5
3.0,96627.0,1982.0,2.0,9.3
1.0,32059.0,2585.0,3.0,11.1
12.0,127180.0,1416.0,2.0,4.4
7.0,123621.0,1792.0,8.0,7.5
11.0,39645.0,1502.0,3.0,7.3
15.0,133804.0,2295.0,1.0,5.0
6.0,100670.0,2246.0,3.0,9.3
12.0,18931.0,1159.0,,7.7
8.0,194078.0,1762.0,1.0,2.7
13.0,124024.0,2059.0,3.0,3.2
7.0,135716.0,2471.0,3.0,5.1
14.0,89611.0,1888.0,1.0,4.9
15.0,32939.0,1193.0,1.0,2.9
8.0,120972.0,2903.0,1.0,6.3
9.0,76036.0,1902.0,1.0,3.9
1.0,198946.0,2756.0,1.0,5.9
14.0,,2868.0,1.0,1.6
13.0,48274.0,2161.0,3.0,5.5
2.0,76876.0,2464.0,2.0,8.7
14.0,32965.0,2678.0,2.0,7.3
8.0,182547.0,862.0,1.0,2.3
5.0,35179.0,2527.0,2.0,13.6
14.0,143159.0,2959.0,3.0,1.6
13.0,84529.0,1234.0,3.0,2.9
5.0,79594.0,910.0,1.0,5.6
11.0,174588.0,1581.0,1.0,-0.2
5.0,19846.0,940.0,3.0,8.9
1.0,139746.0,2011.0,1.0,9.3
14.0,130618.0,2226.0,2.0,3.4
1.0,6257.0,1490.0,2.0,14.8
10.0,110479.0,2372.0,1.0,5.8
2.0,146443.0,2684.0,1.0,9.2
8.0,80799.0,1456.0,1.0,4.1
1.0,179630.0,2728.0,1.0,7.3
6.0,188402.0,1727.0,2.0,4.5
9.0,9951.0,1975.0,2.0,9.6
3.0,155896.0,1658.0,3.0,6.2
3.0,106939.0,1280.0,,7.3
13.0,87803.0,924.0,3.0,3.8
7.0,71046.0,2573.0,3.0,7.7
13.0,117436.0,1975.0,3.0,3.4
13.0,31726.0,2833.0,2.0,6.8
9.0,171514.0,2418.0,3.0,2.4
11.0,83451.0,2556.0,1.0,4.5
1.0,118419.0,1259.0,3.0,8.8
14.0,27823.0,2795.0,3.0,5.1
5.0,162875.0,2576.0,3.0,5.9
14.0,51900.0,1898.0,1.0,7.5
8.0,181537.0,2921.0,1.0,2.3
4.0,83659.0,,2.0,10.1
7.0,59236.0,1271.0,2.0,8.1
2.0,119834.0,1491.0,1.0,10.7
14.0,84250.0,1959.0,1.0,5.4
13.0,128722.0,2138.0,3.0,1.9
12.0,161408.0,1561.0,2.0,2.0
5.0,40373.0,1766.0,3.0,10.1
13.0,187262.0,2330.0,1.0,0.6
12.0,175961.0,1760.0,2.0,1.4
8.0,72790.0,1904.0,3.0,6.7
